Notebook,Vessel,Temperature,Location,Substrate SMILES,Substrate Conc (M),Catalyst 1,Catalyst1 SMILES,Catalyst1 Conc (M),Reductant,Reductant SMILES,Reductant Conc (M),Solvent1,Analytical Method,number,Output Value
AO-07,1536,50,12:S,CN1C2=C(C=N1)C(=NC(=N2)C3=CC=NC=C3)N(C)CC4=NC=CN4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,876,94.835
AO-07,1536,50,13:S,C1=CC=C(C(=C1)CN2C3=C(C(=O)N(C2=O)CC4=CC=NC=C4)N=CC=C3)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,877,27.758
AO-07,1536,50,14:S,C=CCCC(=O)N1CCC2=C(C1)C(=NO2)C3=CC=C(C=C3)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,878,14.214
AO-07,1536,50,15:S,C1=CC=C(C(=C1)CN2C3=C(C(=O)N(C2=O)CC4=CC=NC=C4)N=CC=C3)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,879,50.696
AO-07,1536,50,16:S,CC1=NC(=C2C(=N1)OC(=N2)C)N(CC3=CC=CC=C3OC)C4CC4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,880,0
AO-07,1536,50,17:S,COC1=CC=CC=C1CCC(=O)NC2=CC(=CC=C2)S(=O)(=O)N,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,881,23.894
AO-07,1536,50,18:S,C1=CC=C(C=C1)N2C=C(C=N2)CNC3=C(C=CC=N3)C#N,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,882,25.465
AO-07,1536,50,19:S,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NCCNC4=CC=CC=N4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,883,93.869
AO-07,1536,50,20:S,CCN(CC1CCCCC1)CC(=O)NC2=CC=C(C=C2)N3CCOCC3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,884,20.598
AO-07,1536,50,21:S,CC1=NN(N=C1C(=O)NC2=CC=CC3=CC=CC=C32)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,885,27.474
AO-07,1536,50,22:S,CS(=O)(=O)N1CCCN(CC1)C(=O)C2=CC=C(C=C2)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,886,0
AO-07,1536,50,23:S,C1CN2C(=O)C(=O)N(N=C2N1C3=CC=CC=C3)CC4=CC=CC=C4Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,887,28.288
AO-07,1536,50,24:S,CC1=C(N(C(=N1)SCC(=O)N2CCOCC2)C3=CC=CC=C3)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,888,5.42
AO-07,1536,50,25:S,CC1=CC=CC=C1C(=O)NC2=NC3=C(S2)CCCCC3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,889,41.265
AO-07,1536,50,26:S,C1=CC=C(C=C1)CC2=NOC(=N2)C3=CN=C(C=C3)C4=CN=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,890,40.772
AO-07,1536,50,27:S,COC1=CC=CC=C1C2=NN=C(C=C2)N3CCC(CC3)C(=O)O,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,891,76.906
AO-07,1536,50,28:S,CC1=CC=CC=C1C(=O)N2CCC(CC2)C(=O)NC3=CC(=CC=C3)[N+](=O)[O-],0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,892,44.7
AO-07,1536,50,29:S,O=C(C1=CN=C2C=CC=CN2C1=O)NCC3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,893,26.828
AO-07,1536,50,30:S,CC1=CC=CC=C1OCC(=O)N2C(=O)C3=C(C2=O)C(=CC=C3)N,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,894,36.355
AO-07,1536,50,31:S,CC1=C(C=CC(=N1)C2=CC=CC=C2)C(=O)N3CCC(CC3)C(=O)N4CCCCC4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,895,27.223
AO-07,1536,50,32:S,C1CCC(CC1)C(=O)NCC2=CN=C(C=C2)N3CCOCC3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,896,39.969
AO-07,1536,50,33:S,CCOC1=NC(=NC(=C1)N2CCN(CC2)C(=O)NC3=CC=CC=C3F)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,897,47.092
AO-07,1536,50,34:S,CC1=CC=CC=C1C2=NN=C(C=C2)N3CCN(CC3)C(=O)CC4=CC=C(C=C4)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,898,29.299
AO-07,1536,50,35:S,CCOC1=NC(=NC(=C1)N2CCN(CC2)C(=O)NC3=CC=CC=C3Cl)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,899,7.848
AO-07,1536,50,36:S,CN1C2=C(C=N1)C(=NC(=N2)C3=CC=NC=C3)N(C)CC4=NC=CN4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,900,93.12
AO-07,1536,50,37:S,C1=CC=C(C(=C1)CN2C3=C(C(=O)N(C2=O)CC4=CC=NC=C4)N=CC=C3)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,901,37.019
AO-07,1536,50,38:S,C=CCCC(=O)N1CCC2=C(C1)C(=NO2)C3=CC=C(C=C3)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,902,23.131
AO-07,1536,50,39:S,C1=CC=C(C(=C1)CN2C3=C(C(=O)N(C2=O)CC4=CC=NC=C4)N=CC=C3)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,903,90.34
AO-07,1536,50,40:S,CC1=NC(=C2C(=N1)OC(=N2)C)N(CC3=CC=CC=C3OC)C4CC4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,904,27.987
AO-07,1536,50,41:S,COC1=CC=CC=C1CCC(=O)NC2=CC(=CC=C2)S(=O)(=O)N,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,905,26.549
AO-07,1536,50,42:S,C1=CC=C(C=C1)N2C=C(C=N2)CNC3=C(C=CC=N3)C#N,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,906,48.316
AO-07,1536,50,43:S,C1=CC=C2C(=C1)C(=NC(=N2)C3=CC=NC=C3)NCCNC4=CC=CC=N4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,907,96.129
AO-07,1536,50,44:S,CCN(CC1CCCCC1)CC(=O)NC2=CC=C(C=C2)N3CCOCC3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,908,21.803
AO-07,1536,50,45:S,CC1=NN(N=C1C(=O)NC2=CC=CC3=CC=CC=C32)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,909,25.458
AO-07,1536,50,46:S,CS(=O)(=O)N1CCCN(CC1)C(=O)C2=CC=C(C=C2)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,910,0
AO-07,1536,50,47:S,C1CN2C(=O)C(=O)N(N=C2N1C3=CC=CC=C3)CC4=CC=CC=C4Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,911,59.486
AO-07,1536,50,48:S,CC1=C(N(C(=N1)SCC(=O)N2CCOCC2)C3=CC=CC=C3)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,912,28.3
AO-07,1536,50,1:T,C1CN2C(=O)C(=O)N(N=C2N1C3=CC=CC=C3)CC(=O)N4CCOCC4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,913,16.454
AO-07,1536,50,2:T,CN(C)C1=CC=C(C=C1)C(=O)OCC2=CC=CC=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,914,89.244
AO-07,1536,50,3:T,CC1=CC(=CC(=N1)C2=CC=CC=C2)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,915,91.14
AO-07,1536,50,4:T,C1=CC=C(C=C1)CN2C3=C(C(=O)N(C2=O)CC4=CC=NC=C4)N=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,916,24.74
AO-07,1536,50,5:T,CCOC1=CC=CC=C1N2CCN(CC2)CC3=C(C=C(C=C3)C)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,917,12.162
AO-07,1536,50,6:T,CN(CC1=CC=CC=C1)C(=O)C2=CC3=CC=CC=C3C=C2O,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,918,94.419
AO-07,1536,50,7:T,CN(CC1=CN(N=C1)C2=CC=CC=C2)C(=O)C3=CC=C(C=C3)N4C=CN=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,919,39.309
AO-07,1536,50,8:T,CC1=C(C2=CC=CC=C2N=C1C3=CC=CC=C3)C(=O)OCC(=O)N4CCCCC4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,920,95.095
AO-07,1536,50,9:T,C1CC2CC1CC2C(=O)N3CCN4C(=NN=C4C5=CC=CC=C5)C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,921,9.606
AO-07,1536,50,10:T,C1CCC(C1)CN2CCC(CC2)NC3=C4C=NN(C4=NC=N3)C5=CC=CC=C5,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,922,40.536
AO-07,1536,50,11:T,CC(=O)NC1=CC=CC=C1OCC2=NN=C(O2)C3=CC=C(C=C3)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,923,21.079
AO-07,1536,50,12:T,CC1=NC(=CC(=N1)OC(C)C)N2CCN(CC2)C(=O)NC3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,924,18.025
AO-07,1536,50,13:T,C1CN(CCN1C2=NN=C(C=C2)NC3=CC=CC=N3)C(=O)NC4=CC=CC=C4F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,925,6.38
AO-07,1536,50,14:T,COC1=CC=C(C=C1)N2CCN(CC2)C(=O)CC3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,926,19.238
AO-07,1536,50,15:T,CC(=O)N1CCC2=C(C1)C(=NO2)C3=CC=C(C=C3)C4=CC=CC=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,927,95.085
AO-07,1536,50,16:T,COC1=CC=C(C=C1)C2=CC(=NC(=N2)S(=O)(=O)CCC(=O)NC3=CC=CC=C3F)C(F)(F)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,928,89.601
AO-07,1536,50,17:T,CC(C)(C)S(=O)(=O)C1=CC=C(C=C1)C2=CC=CC=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,929,26.656
AO-07,1536,50,18:T,CC1=CC=CC=C1COC2=C3C4=C(CCC4)SC3=NC=N2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,930,56.715
AO-07,1536,50,19:T,CC1=CC2=C(C=C1)C(=C(O2)C(=O)NC3=CC=CC=C3F)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,931,23.929
AO-07,1536,50,20:T,CC1=C(C(=NO1)C)COC2=CC=C(C=C2)C(=O)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,932,93.774
AO-07,1536,50,21:T,C1=CC=C(C=C1)C2=NC(=CS2)C(=O)NC3=CC=CC4=C3C=CC=N4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,933,21.707
AO-07,1536,50,22:T,C1=CC=C2C(=C1)C(=O)N(C2=O)C3=CC=CC=C3SOC(F)(F)F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,934,26.009
AO-07,1536,50,23:T,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC=NC=C3)NC(=O)C4=CC=CC=C4Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,935,15.019
AO-07,1536,50,24:T,CC1=C(N=C(N1)C2=CC=CC=C2)C(=O)NCCS(=O)(=O)N(C)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.07,ethylene glycol,UPLC-MS,936,23.571
AO-07,1536,50,25:T,C1CN2C(=O)C(=O)N(N=C2N1C3=CC=CC=C3)CC(=O)N4CCOCC4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,937,30.371
AO-07,1536,50,26:T,CN(C)C1=CC=C(C=C1)C(=O)OCC2=CC=CC=C2,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,938,96.544
AO-07,1536,50,27:T,CC1=CC(=CC(=N1)C2=CC=CC=C2)C3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,939,91.28
AO-07,1536,50,28:T,C1=CC=C(C=C1)CN2C3=C(C(=O)N(C2=O)CC4=CC=NC=C4)N=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,940,27.033
AO-07,1536,50,29:T,CCOC1=CC=CC=C1N2CCN(CC2)CC3=C(C=C(C=C3)C)C,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,941,42.949
AO-07,1536,50,30:T,CN(CC1=CC=CC=C1)C(=O)C2=CC3=CC=CC=C3C=C2O,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,942,90.524
AO-07,1536,50,31:T,CN(CC1=CN(N=C1)C2=CC=CC=C2)C(=O)C3=CC=C(C=C3)N4C=CN=C4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,943,77.711
AO-07,1536,50,32:T,CC1=C(C2=CC=CC=C2N=C1C3=CC=CC=C3)C(=O)OCC(=O)N4CCCCC4,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,944,84.016
AO-07,1536,50,33:T,C1CC2CC1CC2C(=O)N3CCN4C(=NN=C4C5=CC=CC=C5)C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,945,25.385
AO-07,1536,50,34:T,C1CCC(C1)CN2CCC(CC2)NC3=C4C=NN(C4=NC=N3)C5=CC=CC=C5,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,946,43.259
AO-07,1536,50,35:T,CC(=O)NC1=CC=CC=C1OCC2=NN=C(O2)C3=CC=C(C=C3)Cl,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,947,53.314
AO-07,1536,50,36:T,CC1=NC(=CC(=N1)OC(C)C)N2CCN(CC2)C(=O)NC3=CC=CC=C3,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,948,30.826
AO-07,1536,50,37:T,C1CN(CCN1C2=NN=C(C=C2)NC3=CC=CC=N3)C(=O)NC4=CC=CC=C4F,0.02,Hydroxy(cyclooctadiene)rhodium(I) dimer,O[Rh].O[Rh].C1CC=CCCC=C1.C2CC=CCCC=C2,0.0008,tetrahydroxydiboron,OB(O)B(O)O,0.14,ethylene glycol,UPLC-MS,949,27.643
